STATE_NAME_2011,SSC_NAME_2011,POA_CODE_2011
Victoria,Sandringham (Vic.),3191
Victoria,McKinnon,3204
Victoria,Bentleigh,3204
Victoria,Bentleigh East,3165
Victoria,Carnegie,3163
Victoria,Caulfield East,3145
Victoria,Caulfield North,3161
Victoria,Caulfield South,3162
Victoria,Caulfield,3162
Victoria,Elsternwick,3185
Victoria,Gardenvale,3185
Victoria,Hughesdale,3166
Victoria,Murrumbeena,3163
Victoria,Ormond,3204
Victoria,Glen Huntly,3163
Victoria,Aspendale Gardens,3195
Victoria,Waterways,3195
Victoria,Braeside,3195
Victoria,Dingley Village,3172
Victoria,Carrum,3197
Victoria,Patterson Lakes,3197
Victoria,Bonbeach,3196
Victoria,Chelsea,3196
Victoria,Chelsea Heights,3196
Victoria,Aspendale,3195
Victoria,Edithvale,3196
Victoria,Mentone,3194
Victoria,Heatherton,3202
Victoria,Moorabbin,3189
Victoria,Moorabbin Airport,3194
Victoria,Mordialloc,3195
Victoria,Parkdale,3195
Victoria,Malvern (Vic.),3144
Victoria,Kooyong,3144
Victoria,Malvern East,3145
Victoria,Bundoora (Vic.),3083
Victoria,Greensborough,3088
Victoria,St Helena,3088
Victoria,Eltham North,3095
Victoria,Rosanna,3084
Victoria,Heidelberg,3084
Victoria,Heidelberg West,3081
Victoria,Bellfield,3081
Victoria,Heidelberg Heights,3081
Victoria,Ivanhoe (Vic.),3079
Victoria,Eaglemont,3084
Victoria,Ivanhoe East,3079
Victoria,Montmorency,3094
Victoria,Briar Hill,3088
Victoria,Lower Plenty,3093
Victoria,Yallambie,3085
Victoria,Viewbank,3084
Victoria,Macleod (Vic.),3085
Victoria,Watsonia,3087
Victoria,Watsonia North,3087
Victoria,Bundoora (Vic.),3086
Victoria,Kingsbury,3083
Victoria,Preston (Vic.),3072
Victoria,Reservoir (Vic.),3073
Victoria,Eltham (Vic.),3095
Victoria,Hurstbridge,3099
Victoria,Kinglake Central,3757
Victoria,Kinglake,3763
Victoria,Kinglake West,3757
Victoria,Pheasant Creek (Vic.),3757
Victoria,Toolangi,3777
Victoria,Castella,3777
Victoria,St Andrews (Vic.),3761
Victoria,Bend Of Islands,3097
Victoria,Panton Hill,3759
Victoria,Smiths Gully,3760
Victoria,Strathewen,3099
Victoria,Christmas Hills (Vic.),3775
Victoria,Doreen,3754
Victoria,Cottles Bridge,3099
Victoria,Arthurs Creek,3099
Victoria,Nutfield,3099
Victoria,Plenty (Vic.),3090
Victoria,Yarrambat,3091
Victoria,Research,3095
Victoria,North Warrandyte,3113
Victoria,Kangaroo Ground,3097
Victoria,Diamond Creek,3089
Victoria,Wattle Glen,3096
Victoria,Wollert,3750
Victoria,Epping (Vic.),3076
Victoria,Lalor,3075
Victoria,Mill Park,3082
Victoria,South Morang,3752
Victoria,Mernda,3754
Victoria,Thomastown,3074
Victoria,Beveridge,3753
Victoria,Wallan,3756
Victoria,Wandong,3758
Victoria,Upper Plenty,3756
Victoria,Clonbinane,3658
Victoria,Heathcote Junction,3758
Victoria,Waterford Park,3658
Victoria,Humevale,3757
Victoria,Whittlesea,3757
Victoria,Yan Yean,3755
Victoria,Eden Park,3757
Victoria,Woodstock (Vic.),3751
Victoria,Airport West,3042
Victoria,Essendon Fields,3041
Victoria,Keilor,3036
Victoria,Tullamarine,3043
Victoria,Keilor Park,3042
Victoria,Keilor East,3033
Victoria,Avondale Heights,3034
Victoria,Niddrie,3042
Victoria,Essendon West,3040
Victoria,Strathmore Heights,3041
Victoria,Strathmore (Vic.),3041
Victoria,New Gisborne,3438
Victoria,Gisborne,3437
Victoria,Bullengarook,3437
Victoria,Gisborne South,3437
Victoria,Mount Macedon,3441
Victoria,Macedon,3440
Victoria,Riddells Creek,3431
Victoria,Goldie,3435
Victoria,Monegeetta,3433
Victoria,Clarkefield,3430
Victoria,Lancefield,3435
Victoria,Romsey,3434
Victoria,Darraweit Guim,3756
Victoria,Hesket,3442
Victoria,Coburg North,3058
Victoria,Fawkner,3060
Victoria,Glenroy (Vic.),3046
Victoria,Hadfield,3046
Victoria,Gowanbrae,3043
Victoria,Pascoe Vale,3044
Victoria,Oak Park,3046
Victoria,Sunbury,3429
Victoria,Wildwood,3429
Victoria,Diggers Rest,3427
Victoria,Jacana,3047
Victoria,Broadmeadows (Vic.),3047
Victoria,Coolaroo,3048
Victoria,Campbellfield,3061
Victoria,Dallas,3047
Victoria,Craigieburn,3064
Victoria,Mickleham,3064
Victoria,Yuroke,3063
Victoria,Gladstone Park,3043
Victoria,Westmeadows,3049
Victoria,Attwood,3049
Victoria,Greenvale (Vic.),3059
Victoria,Bulla (Vic.),3428
Victoria,Oaklands Junction,3063
Victoria,Meadow Heights,3048
Victoria,Melbourne Airport,3045
Victoria,Roxburgh Park,3064
Victoria,Somerton (Vic.),3062
Victoria,Bayswater (Vic.),3153
Victoria,Boronia,3155
Victoria,The Basin (Vic.),3154
Victoria,Ferntree Gully,3156
Victoria,Upper Ferntree Gully,3156
Victoria,Knoxfield,3180
Victoria,Scoresby,3179
Victoria,Wantirna South,3179
Victoria,Lysterfield,3156
Victoria,Lysterfield,3178
Victoria,Rowville,3178
Victoria,Wantirna,3152
Victoria,Wantirna South,3152
Victoria,Donvale,3111
Victoria,Park Orchards,3114
Victoria,Ringwood North,3134
Victoria,Warrandyte,3113
Victoria,Wonga Park,3115
Victoria,Warrandyte South,3134
Victoria,Bayswater North,3153
Victoria,Kilsyth South,3137
Victoria,Croydon (Vic.),3136
Victoria,Kilsyth,3137
Victoria,Croydon South,3136
Victoria,Croydon North,3136
Victoria,Croydon Hills,3136
Victoria,Warranwood,3134
Victoria,Ringwood (Vic.),3134
Victoria,Ringwood East,3135
Victoria,Heathmont,3135
Victoria,Forest Hill (Vic.),3131
Victoria,Mitcham (Vic.),3132
Victoria,Nunawading,3131
Victoria,Vermont,3133
Victoria,Vermont South,3133
Victoria,Narre Warren East,3804
Victoria,Belgrave South,3160
Victoria,Selby,3159
Victoria,Belgrave,3160
Victoria,Menzies Creek,3159
Victoria,Belgrave Heights,3160
Victoria,Chirnside Park,3116
Victoria,Healesville,3777
Victoria,Badger Creek,3777
Victoria,Chum Creek,3777
Victoria,Yarra Glen,3775
Victoria,Steels Creek,3775
Victoria,Dixons Creek,3775
Victoria,Coldstream (Vic.),3770
Victoria,Lilydale (Vic.),3140
Victoria,Silvan,3795
Victoria,Monbulk,3793
Victoria,Macclesfield (Vic.),3782
Victoria,Montrose (Vic.),3765
Victoria,Mooroolbark,3138
Victoria,Kallista,3791
Victoria,Ferny Creek,3786
Victoria,The Patch,3792
Victoria,Sherbrooke,3789
Victoria,Olinda (Vic.),3788
Victoria,Kalorama,3766
Victoria,Mount Dandenong,3767
Victoria,Sassafras (Vic.),3787
Victoria,Tremont,3785
Victoria,Mount Evelyn,3796
Victoria,Upwey,3158
Victoria,Tecoma,3160
Victoria,Wandin North,3139
Victoria,Seville,3139
Victoria,Seville East,3139
Victoria,Wandin East,3139
Victoria,Gruyere,3770
Victoria,Warburton (Vic.),3799
Victoria,East Warburton,3799
Victoria,Don Valley,3139
Victoria,Launching Place,3139
Victoria,Yarra Junction,3797
Victoria,Wesburn,3799
Victoria,Woori Yallock,3139
Victoria,Millgrove,3799
Victoria,Gladysdale,3797
Victoria,Powelltown,3797
Victoria,Three Bridges,3797
Victoria,Yellingbo,3139
Victoria,Hoddles Creek,3139
Victoria,Beaconsfield (Vic.),3807
Victoria,Officer,3809
Victoria,Guys Hill,3807
Victoria,Iona,3815
Victoria,Bunyip,3815
Victoria,Garfield North,3814
Victoria,Tonimbuk,3815
Victoria,Nar Nar Goon,3812
Victoria,Cora Lynn,3814
Victoria,Tynong,3813
Victoria,Maryknoll,3812
Victoria,Nar Nar Goon North,3812
Victoria,Tynong North,3813
Victoria,Garfield (Vic.),3814
Victoria,Gembrook,3783
Victoria,Emerald (Vic.),3782
Victoria,Cockatoo (Vic.),3781
Victoria,Clematis,3782
Victoria,Avonsleigh,3782
Victoria,Dewhurst,3808
Victoria,Beaconsfield Upper,3808
Victoria,Pakenham Upper,3810
Victoria,Koo Wee Rup,3981
Victoria,Yannathan,3981
Victoria,Pakenham South,3810
Victoria,Bayles,3981
Victoria,Caldermeade,3984
Victoria,Lang Lang,3984
Victoria,Catani,3981
Victoria,Heath Hill,3981
Victoria,Cardinia,3978
Victoria,Pakenham,3810
Victoria,Berwick,3806
Victoria,Doveton,3177
Victoria,Eumemmerring,3177
Victoria,Endeavour Hills,3802
Victoria,Lysterfield South,3156
Victoria,Hallam,3802
Victoria,Hallam,3803
Victoria,Narre Warren,3805
Victoria,Harkaway,3806
Victoria,Narre Warren North,3804
Victoria,Cranbourne,3977
Victoria,Cranbourne East,3977
Victoria,Cranbourne North,3977
Victoria,Devon Meadows,3977
Victoria,Cranbourne South,3977
Victoria,Botanic Ridge,3977
Victoria,Junction Village,3977
Victoria,Clyde (Vic.),3978
Victoria,Cranbourne West,3977
Victoria,Hampton Park,3976
Victoria,Lynbrook,3975
Victoria,Lyndhurst (Vic.),3975
Victoria,Narre Warren South,3805
Victoria,Pearcedale,3912
Victoria,Unclassified (Vic.),3977
Victoria,Warneet,3980
Victoria,Blind Bight,3980
Victoria,Cannons Creek,3977
Victoria,Tooradin,3980
Victoria,Oakleigh South,3167
Victoria,Clarinda,3169
Victoria,Clayton South,3169
Victoria,Dandenong,3175
Victoria,Dandenong South,3175
Victoria,Bangholme,3175
Victoria,Dandenong North,3175
Victoria,Keysborough,3173
Victoria,Noble Park,3174
Victoria,Noble Park North,3174
Victoria,Springvale (Vic.),3171
Victoria,Springvale South,3172
Victoria,Chadstone,3148
Victoria,Ashwood,3147
Victoria,Clayton,3168
Victoria,Clayton,3800
Victoria,Notting Hill,3168
Victoria,Glen Waverley,3150
Victoria,Mount Waverley,3149
Victoria,Mulgrave (Vic.),3170
Victoria,Oakleigh,3166
Victoria,Oakleigh East,3166
Victoria,Huntingdale (Vic.),3166
Victoria,Wheelers Hill,3150
Victoria,Albion (Vic.),3020
Victoria,Ardeer,3022
Victoria,Cairnlea,3023
Victoria,Deer Park,3023
Victoria,Derrimut,3030
Victoria,Delahey,3037
Victoria,Keilor Downs,3038
Victoria,Kealba,3021
Victoria,Kings Park (Vic.),3021
Victoria,Albanvale,3021
Victoria,St Albans (Vic.),3021
Victoria,Sunshine (Vic.),3020
Victoria,Sunshine North,3020
Victoria,Sunshine West,3020
Victoria,Brooklyn (Vic.),3012
Victoria,Hillside (Melton - Vic.),3037
Victoria,Sydenham (Vic.),3037
Victoria,Taylors Lakes,3038
Victoria,Keilor Lodge,3038
Victoria,Keilor North,3036
Victoria,Calder Park,3037
Victoria,Altona (Vic.),3018
Victoria,Seaholme,3018
Victoria,Altona Meadows,3028
Victoria,Altona North,3025
Victoria,Newport (Vic.),3015
Victoria,Spotswood,3015
Victoria,South Kingsville,3015
Victoria,Seabrook,3028
Victoria,Williamstown (Vic.),3016
Victoria,Williamstown North,3016
Victoria,Braybrook,3019
Victoria,Maidstone,3012
Victoria,Footscray,3011
Victoria,Maribyrnong,3032
Victoria,Seddon (Vic.),3011
Victoria,Kingsville,3012
Victoria,West Footscray,3012
Victoria,Tottenham (Vic.),3012
Victoria,Yarraville,3013
Victoria,Maddingley,3340
Victoria,Merrimu,3340
Victoria,Long Forest,3340
Victoria,Hopetoun Park,3340
Victoria,Darley,3340
Victoria,Coimadai,3340
Victoria,Bacchus Marsh,3340
Victoria,Burnside (Vic.),3023
Victoria,Burnside Heights,3023
Victoria,Caroline Springs,3023
Victoria,Plumpton (Vic.),3335
Victoria,Kurunjang,3337
Victoria,Melton (Vic.),3337
Victoria,Toolern Vale,3337
Victoria,Melton South,3338
Victoria,Brookfield (Vic.),3338
Victoria,Eynesbury,3338
Victoria,Melton West,3337
Victoria,Rockbank,3335
Victoria,Mount Cottrell,3024
Victoria,Ravenhall,3023
Victoria,Taylors Hill,3037
Victoria,Hoppers Crossing,3029
Victoria,Laverton (Vic.),3028
Victoria,Laverton North,3026
Victoria,Williams Landing,3027
Victoria,Point Cook,3030
Victoria,Tarneit,3029
Victoria,Truganina,3029
Victoria,Werribee,3030
Victoria,Cocoroc,3030
Victoria,Werribee South,3030
Victoria,Wyndham Vale,3024
Victoria,Carrum Downs,3201
Victoria,Frankston,3199
Victoria,Frankston North,3200
Victoria,Frankston South,3199
Victoria,Langwarrin,3910
Victoria,Langwarrin South,3911
Victoria,Seaford (Vic.),3198
Victoria,Skye (Vic.),3977
Victoria,Sandhurst,3977
Victoria,Dromana,3936
Victoria,Safety Beach (Vic.),3936
Victoria,Arthurs Seat,3936
Victoria,Flinders (Vic.),3929
Victoria,Red Hill (Vic.),3937
Victoria,Red Hill South,3937
Victoria,Shoreham,3916
Victoria,Tuerong,3915
Victoria,Boneo,3939
Victoria,Main Ridge,3928
Victoria,Merricks North,3926
Victoria,Cape Schanck,3939
Victoria,Point Leo,3916
Victoria,Hastings (Vic.),3915
Victoria,Balnarring,3926
Victoria,Bittern,3918
Victoria,Crib Point,3919
Victoria,Somers,3927
Victoria,Hmas Cerberus,3920
Victoria,Balnarring Beach,3926
Victoria,Mornington (Vic.),3931
Victoria,Mount Eliza,3930
Victoria,Mount Martha,3934
Victoria,Blairgowrie,3942
Victoria,Rye,3941
Victoria,Tootgarook,3941
Victoria,Portsea,3944
Victoria,Sorrento (Vic.),3943
Victoria,St Andrews Beach,3941
Victoria,Fingal (Vic.),3939
Victoria,Rosebud West,3940
Victoria,McCrae,3938
Victoria,Rosebud,3939
Victoria,Moorooduc,3933
Victoria,Baxter,3911
Victoria,Tyabb,3913
Victoria,Somerville (Vic.),3912
Victoria,Ararat,3377
Victoria,Moyston,3377
Victoria,Pomonal,3381
Victoria,Cathcart (Vic.),3377
Victoria,Buangor,3375
Victoria,Willaura,3379
Victoria,Lake Bolac,3351
Victoria,Streatham,3351
Victoria,Tatyoon,3378
Victoria,Riverside (Vic.),3401
Victoria,Horsham,3400
Victoria,Haven,3401
Victoria,Toolondo,3409
Victoria,Brimpaen,3401
Victoria,Wartook,3401
Victoria,McKenzie Creek,3401
Victoria,Drung,3401
Victoria,Laharum,3401
Victoria,Natimuk,3409
Victoria,Pimpinio,3401
Victoria,Jung,3401
Victoria,Vectis,3401
Victoria,Quantong,3401
Victoria,Nhill,3418
Victoria,Rainbow,3424
Victoria,Jeparit,3423
Victoria,Telopea Downs,3420
Victoria,Netherby (Vic.),3418
Victoria,Big Desert,3490
Victoria,Serviceton,3420
Victoria,Kaniva,3419
Victoria,Gerang Gerung,3418
Victoria,Dimboola,3414
Victoria,Little Desert,3418
Victoria,St Arnaud,3478
Victoria,Marnoo,3387
Victoria,Carapooee,3477
Victoria,Navarre,3384
Victoria,Stawell,3380
Victoria,Deep Lead,3385
Victoria,Glenorchy (Vic.),3385
Victoria,Great Western,3374
Victoria,Concongella,3384
Victoria,Halls Gap,3381
Victoria,Langkoop,3312
Victoria,Edenhope,3318
Victoria,Harrow,3317
Victoria,Douglas (Vic.),3409
Victoria,Goroke,3401
Victoria,Apsley (Vic.),3319
Victoria,Minimay,3413
Victoria,Goroke,3412
Victoria,Warracknabeal,3393
Victoria,Brim,3391
Victoria,Beulah (Vic.),3395
Victoria,Minyip,3392
Victoria,Murtoa,3390
Victoria,Rupanyup,3388
Victoria,Hopetoun (Vic.),3396
Victoria,Woomelang,3485
Victoria,Patchewollock,3491
Victoria,Irymple (Vic.),3498
Victoria,Nichols Point,3501
Victoria,Merbein,3505
Victoria,Yelta (Vic.),3505
Victoria,Merbein South,3505
Victoria,Cabarita (Vic.),3505
Victoria,Birdwoodton,3505
Victoria,Mildura,3500
Victoria,Underbool,3509
Victoria,Ouyen,3490
Victoria,Nangiloc,3494
Victoria,Murray-Sunset,3490
Victoria,Colignan,3494
Victoria,Hattah,3501
Victoria,Meringur,3496
Victoria,Walpeup,3507
Victoria,Murrayville,3512
Victoria,Werrimull,3496
Victoria,Koorlong,3501
Victoria,Red Cliffs,3496
Victoria,Cardross,3496
Victoria,Donald,3480
Victoria,Nandaly,3533
Victoria,Birchip,3483
Victoria,Wycheproof,3527
Victoria,Charlton (Vic.),3525
Victoria,Watchem,3482
Victoria,Sea Lake,3533
Victoria,Berriwillock,3531
Victoria,Culgoa,3530
Victoria,Quambatook,3540
Victoria,Cohuna,3568
Victoria,Leitchville,3567
Victoria,Koondrook,3580
Victoria,Lalbert,3542
Victoria,Murrabit,3579
Victoria,Mystic Park,3579
Victoria,Lake Charm,3581
Victoria,Koondrook,3579
Victoria,Keely,3568
Victoria,McMillans,3568
Victoria,Tragowel,3579
Victoria,Mead,3568
Victoria,Gannawarra,3579
Victoria,Kerang,3579
Victoria,Robinvale,3549
Victoria,Robinvale Irrigation District Section C,3549
Victoria,Robinvale Irrigation District Section B,3549
Victoria,Tol Tol,3549
Victoria,Robinvale Irrigation District Section E,3549
Victoria,Swan Hill,3585
Victoria,Piangil,3597
Victoria,Wood Wood,3596
Victoria,Ultima,3544
Victoria,Vinifera,3591
Victoria,Tresco,3584
Victoria,Castle Donnington,3585
Victoria,Wemen,3549
Victoria,Boundary Bend,3597
Victoria,Manangatang,3546
Victoria,Pental Island,3586
Victoria,Nyah,3594
Victoria,Woorinen South,3588
Victoria,Tyntynder,3586
Victoria,Tyntynder South,3586
Victoria,Nyah West,3595
Victoria,Lake Boga,3584
Victoria,Woorinen,3589
Victoria,Beverford,3590
Victoria,Echuca,3564
Victoria,Echuca Village,3564
Victoria,Kyabram,3620
Victoria,Tongala,3621
Victoria,Wyuna (Vic.),3620
Victoria,Kyvalley,3621
Victoria,Koyuga,3622
Victoria,Lancaster,3620
Victoria,Kanyapella,3564
Victoria,Lockington,3563
Victoria,Diggora,3572
Victoria,Bamawm,3561
Victoria,Gunbower,3566
Victoria,Echuca West,3564
Victoria,Bamawm Extension,3561
Victoria,Wharparilla,3564
Victoria,Torrumbarry,3562
Victoria,Pine Grove (Vic.),3573
Victoria,Rochester (Vic.),3561
Victoria,Ballendella,3561
Victoria,Nanneella,3561
Victoria,Stanhope (Vic.),3623
Victoria,Waranga Shores,3612
Victoria,Toolleen,3551
Victoria,Colbinabbin,3559
Victoria,Corop,3559
Victoria,Girgarre,3624
Victoria,Rushworth,3612
Victoria,Cobram,3644
Victoria,Cobram East,3644
Victoria,Yabba North,3646
Victoria,Tungamah,3728
Victoria,St James (Vic.),3727
Victoria,Bundalong,3730
Victoria,Katamatite,3649
Victoria,Wilby,3728
Victoria,Burramine,3730
Victoria,Numurkah,3636
Victoria,Wunghnu,3635
Victoria,Kaarimba,3635
Victoria,Katunga,3640
Victoria,Picola,3639
Victoria,Kotupna,3638
Victoria,Nathalia,3638
Victoria,Yalca,3637
Victoria,Strathmerton,3641
Victoria,Bearii,3641
Victoria,Koonoomoo,3644
Victoria,Yarroweyah,3644
Victoria,Waaia,3637
Victoria,Invergordon (Vic.),3636
Victoria,Barmah,3639
Victoria,Yarrawonga (Vic.),3730
Victoria,Mooroopna,3629
Victoria,Grahamvale,3631
Victoria,Shepparton North,3631
Victoria,Shepparton,3630
Victoria,Kialla,3631
Victoria,Kialla West,3631
Victoria,Shepparton East,3631
Victoria,Orrvale,3631
Victoria,Katandra West,3634
Victoria,Tallygaroopna,3634
Victoria,Bunbartha,3634
Victoria,Congupna,3633
Victoria,Dookie,3646
Victoria,Lemnos,3631
Victoria,Pine Lodge (Vic.),3631
Victoria,Arcadia (Vic.),3631
Victoria,Kialla East,3631
Victoria,Murchison East,3610
Victoria,Tatura,3616
Victoria,Murchison (Vic.),3610
Victoria,Merrigum,3618
Victoria,Harston,3616
Victoria,Undera,3629
Victoria,Toolamba,3614
Victoria,Dhurringile,3610
Victoria,Byrneside,3617
Victoria,Tatura East,3616
Victoria,Mooroopna North,3629
Victoria,Ardmona,3629
Victoria,Dartmoor (Vic.),3304
Victoria,Casterton,3311
Victoria,Strathdownie,3312
Victoria,Nelson (Vic.),3292
Victoria,Narrawong,3285
Victoria,Heathmere,3305
Victoria,Gorae West,3305
Victoria,Cape Bridgewater,3305
Victoria,Heywood,3304
Victoria,Merino,3310
Victoria,Drumborg,3304
Victoria,Sandford (Vic.),3312
Victoria,Tyrendarra,3285
Victoria,Digby,3309
Victoria,Grassdale (Vic.),3302
Victoria,Condah,3303
Victoria,Wando Vale,3312
Victoria,Portland West,3305
Victoria,Bolwarra (Vic.),3305
Victoria,Hamilton (Vic.),3300
Victoria,Portland (Vic.),3305
Victoria,Portland North,3305
Victoria,Unclassified (Vic.),3305
Victoria,Yulecart,3301
Victoria,Coleraine,3315
Victoria,Dunkeld (Vic.),3294
Victoria,Penshurst (Vic.),3289
Victoria,Balmoral (Vic.),3407
Victoria,Cavendish,3314
Victoria,Moutajup,3301
Victoria,Glenthompson,3293
Victoria,Nareen,3315
Victoria,Tarrington,3301
Victoria,Byaduk,3301
Victoria,Branxholme,3302
Victoria,Glenisla,3314
Victoria,Konongwootong,3315
Victoria,Bulart,3314
Victoria,Camperdown (Vic.),3260
Victoria,Colac,3250
Victoria,Elliminyt,3250
Victoria,Colac East,3250
Victoria,Colac West,3250
Victoria,Cressy (Vic.),3251
Victoria,Beeac,3251
Victoria,Birregurra,3242
Victoria,Barwon Downs,3243
Victoria,Pirron Yallock,3249
Victoria,Larpent,3249
Victoria,Barongarook,3249
Victoria,Irrewarra,3249
Victoria,Coragulac,3249
Victoria,Dreeite,3249
Victoria,Warncoort,3243
Victoria,Barongarook West,3249
Victoria,Swan Marsh,3249
Victoria,Cororooke,3254
Victoria,Warrion,3249
Victoria,Derrinallum,3325
Victoria,Lismore (Vic.),3324
Victoria,Terang,3264
Victoria,Noorat,3265
Victoria,Glenormiston South,3265
Victoria,Boorcan,3265
Victoria,Bookaar,3260
Victoria,Larralea,3260
Victoria,Simpson (Vic.),3266
Victoria,Port Campbell,3269
Victoria,Princetown,3269
Victoria,Cooriemungle,3268
Victoria,Pomborneit,3260
Victoria,South Purrumbete,3260
Victoria,Jancourt East,3266
Victoria,Cobden,3266
Victoria,Cobrico,3266
Victoria,Glenfyne,3266
Victoria,Timboon,3268
Victoria,Brucknell,3268
Victoria,Bostocks Creek,3266
Victoria,Ecklin South,3265
Victoria,Scotts Creek (Vic.),3267
Victoria,Mepunga East,3277
Victoria,Mortlake (Vic.),3272
Victoria,Panmure,3265
Victoria,Winslow,3281
Victoria,Woolsthorpe,3276
Victoria,Caramut,3274
Victoria,Woorndoo,3272
Victoria,Framlingham,3265
Victoria,Nullawarre,3268
Victoria,Naringal,3277
Victoria,Laang,3265
Victoria,Cudgee,3265
Victoria,Kolora,3265
Victoria,Ellerslie (Vic.),3265
Victoria,Grassmere,3281
Victoria,Hexham (Vic.),3273
Victoria,Peterborough (Vic.),3270
Victoria,Nirranda,3268
Victoria,Garvoc,3265
Victoria,Purnim,3278
Victoria,Koroit,3282
Victoria,Warrong,3283
Victoria,Port Fairy,3284
Victoria,Macarthur (Vic.),3286
Victoria,Bessiebelle,3304
Victoria,Yambuk,3285
Victoria,Rosebrook (Vic.),3285
Victoria,Kirkstall,3283
Victoria,Mailors Flat,3275
Victoria,Illowa,3282
Victoria,Broadwater (Vic.),3301
Victoria,Hawkesdale,3287
Victoria,Crossley,3283
Victoria,Apollo Bay (Vic.),3233
Victoria,Marengo (Vic.),3233
Victoria,Forrest (Vic.),3236
Victoria,Skenes Creek,3233
Victoria,Johanna,3238
Victoria,Beech Forest,3237
Victoria,Gellibrand,3239
Victoria,Wye River,3221
Victoria,Warrnambool,3280
Victoria,Dennington,3280
Victoria,Woodford (Vic.),3281
Victoria,Bushfield,3281
Victoria,Allansford,3277